Date,BWB ID,Modification type,Before,After,Adds,Modifies,Deletes
2005-08-06,BWBR0018412,add,,,1,0,0
2001-10-31,BWBR0011984,add,,,1,0,0
2001-10-31,BWBR0012899,add,,,1,0,0
1898-04-05,BWBV0006138,add,,,1,0,0
2005-08-10,BWBR0018640,add,,,1,0,0
2001-10-26,BWBR0012928,add,,,1,0,0
2001-10-26,BWBR0012374,add,,,1,0,0
2001-10-28,BWBR0012921,add,,,1,0,0
2005-08-14,BWBR0018241,add,,,1,0,0
2001-10-23,BWBR0012912,add,,,1,0,0
2001-10-25,BWBV0001944,add,,,1,0,0
2001-10-24,BWBR0012858,add,,,1,0,0
2006-06-10,BWBR0019700,add,,,1,0,0
2006-06-10,BWBR0019701,add,,,1,0,0
2006-06-10,BWBR0019702,add,,,1,0,0
2006-06-10,BWBR0019703,add,,,1,0,0
2006-06-10,BWBR0019704,add,,,1,0,0
2006-06-10,BWBR0019922,add,,,1,0,0
2006-06-11,BWBR0019713,add,,,1,0,0
2006-06-11,BWBR0018981,add,,,1,0,0
2006-06-11,BWBR0019280,add,,,1,0,0
2006-06-11,BWBR0014954,add,,,1,0,0
1953-09-09,BWBR0002118,add,,,1,0,0
1980-07-04,BWBR0003332,add,,,1,0,0
1964-12-08,BWBV0004501,add,,,1,0,0
1933-03-17,BWBV0006139,add,,,1,0,0
1953-09-10,BWBV0005270,add,,,1,0,0
2006-06-03,BWBR0019907,add,,,1,0,0
2006-06-02,BWBR0019873,add,,,1,0,0
2006-06-02,BWBR0019901,add,,,1,0,0
2006-06-05,BWBR0017834,add,,,1,0,0
2006-06-05,BWBR0019900,add,,,1,0,0
2006-06-04,BWBR0019077,add,,,1,0,0
2006-06-09,BWBR0018673,add,,,1,0,0
2006-06-09,BWBV0003210,add,,,1,0,0
2006-06-08,BWBR0019911,add,,,1,0,0
2006-06-08,BWBR0019527,add,,,1,0,0
2006-06-08,BWBR0019528,add,,,1,0,0
2006-06-08,BWBR0019529,add,,,1,0,0
2006-06-08,BWBR0019530,add,,,1,0,0
2006-06-08,BWBR0019531,add,,,1,0,0
2006-06-08,BWBR0019532,add,,,1,0,0
2006-06-08,BWBR0019533,add,,,1,0,0
2006-06-08,BWBR0019534,add,,,1,0,0
2006-06-01,BWBR0019752,add,,,1,0,0
2006-06-01,BWBR0017560,add,,,1,0,0
2006-06-01,BWBR0009805,add,,,1,0,0
2006-06-01,BWBV0001530,add,,,1,0,0
2006-06-01,BWBV0003156,add,,,1,0,0
2006-06-01,BWBV0001656,add,,,1,0,0
2006-06-01,BWBV0001657,add,,,1,0,0
2006-06-01,BWBV0001788,add,,,1,0,0
2006-06-01,BWBV0001006,add,,,1,0,0
2006-06-01,BWBV0001562,add,,,1,0,0
2006-06-01,BWBV0001787,add,,,1,0,0
2006-06-01,BWBR0019572,add,,,1,0,0
2006-06-01,BWBR0019682,add,,,1,0,0
2006-06-01,BWBR0021352,add,,,1,0,0
1980-07-10,BWBR0003324,add,,,1,0,0
1953-09-16,BWBV0005811,add,,,1,0,0
1980-07-09,BWBV0004466,add,,,1,0,0
1953-09-22,BWBV0005512,add,,,1,0,0
1964-12-10,BWBV0004577,add,,,1,0,0
1964-12-10,BWBV0004593,add,,,1,0,0
1998-05-01,BWBR0009540,add,,,1,0,0
1998-05-01,BWBR0009497,add,,,1,0,0
1998-05-01,BWBR0009431,add,,,1,0,0
1998-05-01,BWBR0009223,add,,,1,0,0
1998-05-01,BWBR0021499,add,,,1,0,0
1998-05-01,BWBR0009498,add,,,1,0,0
1998-05-01,BWBR0009208,add,,,1,0,0
1998-05-01,BWBR0009559,add,,,1,0,0
1998-05-01,BWBV0001327,add,,,1,0,0
1998-05-01,BWBV0001306,add,,,1,0,0
1998-05-07,BWBV0001267,add,,,1,0,0
1999-09-24,BWBR0010725,add,,,1,0,0
1996-04-06,BWBR0007987,add,,,1,0,0
1996-04-04,BWBR0007943,add,,,1,0,0
1999-09-25,BWBV0004971,add,,,1,0,0
1999-09-25,BWBV0004938,add,,,1,0,0
1996-04-01,BWBR0007929,add,,,1,0,0
1996-04-01,BWBR0002059,add,,,1,0,0
1996-04-01,BWBR0007951,add,,,1,0,0
1996-04-01,BWBR0007880,add,,,1,0,0
1996-04-01,BWBR0007750,add,,,1,0,0
1996-04-01,BWBR0007403,add,,,1,0,0
1998-05-10,BWBR0009541,add,,,1,0,0
1998-05-15,BWBR0008254,add,,,1,0,0
1998-05-15,BWBR0009456,add,,,1,0,0
1979-05-18,BWBV0004012,add,,,1,0,0
1998-05-14,BWBR0009598,add,,,1,0,0
1998-05-18,BWBR0009430,add,,,1,0,0
1953-09-01,BWBV0005839,add,,,1,0,0
1954-02-11,BWBV0004770,add,,,1,0,0
1999-09-11,BWBR0010679,add,,,1,0,0
1999-09-11,BWBR0010355,add,,,1,0,0
2005-08-17,BWBR0018631,add,,,1,0,0
2005-08-17,BWBR0018436,add,,,1,0,0
2005-08-17,BWBR0018614,add,,,1,0,0
2005-08-18,BWBV0005369,add,,,1,0,0
2005-08-24,BWBR0012356,add,,,1,0,0
2005-08-24,BWBR0018603,add,,,1,0,0
2005-08-24,BWBR0004253,add,,,1,0,0
2005-08-24,BWBR0018667,add,,,1,0,0
2005-08-23,BWBV0001639,add,,,1,0,0
2005-08-26,BWBR0018484,add,,,1,0,0
2005-08-26,BWBV0001750,add,,,1,0,0
2005-08-26,BWBV0001749,add,,,1,0,0
2005-08-25,BWBR0018429,add,,,1,0,0
2005-08-25,BWBV0001753,add,,,1,0,0
2005-08-20,BWBR0018615,add,,,1,0,0
2005-08-20,BWBR0013548,add,,,1,0,0
2005-08-22,BWBR0018686,add,,,1,0,0
2005-08-21,BWBR0018632,add,,,1,0,0
2005-08-21,BWBR0018665,add,,,1,0,0
1999-09-01,BWBR0010558,add,,,1,0,0
1999-09-01,BWBR0010588,add,,,1,0,0
1999-09-01,BWBR0010684,add,,,1,0,0
1999-09-01,BWBR0010685,add,,,1,0,0
1999-09-01,BWBR0010683,add,,,1,0,0
1999-09-01,BWBR0008665,add,,,1,0,0
1999-09-01,BWBR0010661,add,,,1,0,0
1999-09-01,BWBV0005047,add,,,1,0,0
1999-09-01,BWBR0009190,add,,,1,0,0
1999-09-01,BWBR0010594,add,,,1,0,0
1999-09-01,BWBR0010181,add,,,1,0,0
1999-09-03,BWBR0010676,add,,,1,0,0
1999-09-20,BWBR0027807,add,,,1,0,0
2005-08-28,BWBR0018243,add,,,1,0,0
2005-08-28,BWBR0018494,add,,,1,0,0
2005-08-28,BWBR0018493,add,,,1,0,0
2005-08-31,BWBR0007887,add,,,1,0,0
1999-09-17,BWBR0009348,add,,,1,0,0
1999-09-17,BWBR0010697,add,,,1,0,0
1999-09-16,BWBV0003601,add,,,1,0,0
1999-09-15,BWBR0010680,add,,,1,0,0
1999-09-15,BWBR0010692,add,,,1,0,0
2014-09-08,BWBR0035520,add,,,1,0,0
2014-09-08,BWBR0035521,add,,,1,0,0
2014-09-08,BWBR0035527,add,,,1,0,0
2014-09-09,BWBR0035538,add,,,1,0,0
2014-09-09,BWBR0035525,add,,,1,0,0
2014-09-09,BWBR0035531,add,,,1,0,0
2006-08-27,BWBR0020195,add,,,1,0,0
2006-08-26,BWBR0012104,add,,,1,0,0
2006-08-26,BWBR0009658,add,,,1,0,0
2006-08-26,BWBR0020193,add,,,1,0,0
2006-08-26,BWBR0018868,add,,,1,0,0
2006-08-26,BWBR0018869,add,,,1,0,0
2014-09-10,BWBR0035522,add,,,1,0,0
2014-09-10,BWBR0035532,add,,,1,0,0
2014-09-13,BWBR0025604,delete,,,0,0,1
2014-09-12,BWBR0030584,add,,,1,0,0
2014-09-12,BWBR0035530,add,,,1,0,0
2014-09-12,BWBR0035536,add,,,1,0,0
2014-09-12,BWBR0035533,add,,,1,0,0
2014-09-12,BWBR0035535,add,,,1,0,0
2014-09-12,BWBR0030584,delete,,,0,0,1
2014-09-11,BWBR0035543,add,,,1,0,0
2014-09-11,BWBR0035546,add,,,1,0,0
2014-09-11,BWBR0035526,add,,,1,0,0
2014-09-11,BWBR0035523,add,,,1,0,0
2014-09-11,BWBR0035528,add,,,1,0,0
2014-09-11,BWBR0035529,add,,,1,0,0
2014-09-11,BWBR0035524,add,,,1,0,0
2014-09-11,BWBR0035333,add,,,1,0,0
2014-09-11,BWBR0035385,add,,,1,0,0
2014-09-11,BWBR0034819,delete,,,0,0,1
2006-08-31,BWBR0020140,add,,,1,0,0
2006-08-31,BWBR0020196,add,,,1,0,0
2014-09-18,BWBR0035554,add,,,1,0,0
2014-09-18,BWBR0035562,add,,,1,0,0
2014-09-18,BWBR0035550,add,,,1,0,0
2014-09-18,BWBR0035545,add,,,1,0,0
2014-09-18,BWBR0035548,add,,,1,0,0
2014-09-18,BWBR0035547,add,,,1,0,0
2014-09-18,BWBR0035561,add,,,1,0,0
2014-09-18,BWBR0035559,add,,,1,0,0
2014-09-18,BWBR0035537,add,,,1,0,0
2014-09-18,BWBR0035539,add,,,1,0,0
2014-09-18,BWBR0035540,add,,,1,0,0
2014-09-17,BWBR0035544,add,,,1,0,0
2014-09-17,BWBR0035542,add,,,1,0,0
2014-09-16,BWBR0035541,add,,,1,0,0
2014-09-16,BWBV0006397,add,,,1,0,0
2014-09-16,BWBR0034845,delete,,,0,0,1
2014-09-15,BWBR0035552,add,,,1,0,0
2014-09-15,BWBR0035553,add,,,1,0,0
2006-08-16,BWBR0020110,add,,,1,0,0
2006-08-16,BWBR0020053,add,,,1,0,0
2006-08-16,BWBR0019391,add,,,1,0,0
2006-08-16,BWBR0019520,add,,,1,0,0
1973-05-01,BWBR0002702,add,,,1,0,0
1963-12-24,BWBV0004280,add,,,1,0,0
2006-08-18,BWBR0018115,add,,,1,0,0
2006-08-17,BWBR0020144,add,,,1,0,0
1963-12-23,BWBV0004635,add,,,1,0,0
1926-01-01,BWBR0001930,add,,,1,0,0
1926-01-01,BWBR0001931,add,,,1,0,0
2014-09-01,BWBR0029647,delete,,,0,0,1
2014-09-01,BWBR0035502,add,,,1,0,0
2014-09-01,BWBR0035504,add,,,1,0,0
2014-09-01,BWBR0035500,add,,,1,0,0
2014-09-01,BWBR0035493,add,,,1,0,0
2014-09-01,BWBR0035501,add,,,1,0,0
2006-08-24,BWBR0022363,add,,,1,0,0
2014-09-03,BWBR0035508,add,,,1,0,0
2014-09-03,BWBR0035512,add,,,1,0,0
2014-09-03,BWBR0035510,add,,,1,0,0
2014-09-03,BWBR0035457,add,,,1,0,0
1973-05-11,BWBV0003382,add,,,1,0,0
1973-05-11,BWBV0004984,add,,,1,0,0
2006-08-25,BWBR0020141,add,,,1,0,0
2006-08-25,BWBV0001753,delete,,,0,0,1
2014-09-02,BWBR0035498,add,,,1,0,0
2014-09-02,BWBV0006391,add,,,1,0,0
2014-09-05,BWBR0035509,add,,,1,0,0
2014-09-05,BWBR0035514,add,,,1,0,0
2014-09-05,BWBR0035507,add,,,1,0,0
2014-09-05,BWBR0035515,add,,,1,0,0
2014-09-05,BWBR0035516,add,,,1,0,0
2014-09-04,BWBR0035502,delete,,,0,0,1
2014-09-04,BWBR0035506,add,,,1,0,0
2014-09-04,BWBR0035511,add,,,1,0,0
2014-09-04,BWBV0006393,add,,,1,0,0
2006-08-20,BWBR0014668,add,,,1,0,0
2014-09-06,BWBR0011768,delete,,,0,0,1
2006-08-05,BWBR0019888,add,,,1,0,0
2006-08-05,BWBR0019889,add,,,1,0,0
2006-08-05,BWBR0019890,add,,,1,0,0
2006-08-05,BWBR0019891,add,,,1,0,0
2006-08-05,BWBR0019892,add,,,1,0,0
2006-08-05,BWBR0019893,add,,,1,0,0
2006-08-05,BWBR0019894,add,,,1,0,0
2006-08-05,BWBR0019895,add,,,1,0,0
2006-08-05,BWBR0019896,add,,,1,0,0
2006-08-04,BWBR0014653,add,,,1,0,0
2006-08-04,BWBR0020037,add,,,1,0,0
1918-09-27,BWBR0001894,add,,,1,0,0
1822-07-30,BWBR0034809,add,,,1,0,0
2001-03-01,BWBR0012217,add,,,1,0,0
2001-03-01,BWBR0012246,add,,,1,0,0
2001-03-01,BWBR0012178,add,,,1,0,0
2001-03-01,BWBR0012017,add,,,1,0,0
2001-03-01,BWBR0005220,add,,,1,0,0
2001-03-01,BWBR0012274,add,,,1,0,0
2001-03-01,BWBV0001852,add,,,1,0,0
2001-03-01,BWBV0001858,add,,,1,0,0
2001-03-01,BWBV0001469,add,,,1,0,0
2001-03-01,BWBV0001470,add,,,1,0,0
2001-03-01,BWBR0005286,add,,,1,0,0
2001-03-01,BWBR0011938,add,,,1,0,0
1931-02-26,BWBV0005981,add,,,1,0,0
2001-03-03,BWBR0012276,add,,,1,0,0
2001-03-02,BWBR0012273,add,,,1,0,0
1913-07-21,BWBV0006137,add,,,1,0,0
1998-05-29,BWBR0008246,add,,,1,0,0
1867-05-31,BWBV0006094,add,,,1,0,0
1998-05-27,BWBR0009621,add,,,1,0,0
2006-08-10,BWBR0017530,add,,,1,0,0
2006-08-10,BWBR0020134,add,,,1,0,0
1998-05-25,BWBV0001408,add,,,1,0,0
2006-08-13,BWBR0020137,add,,,1,0,0
1998-05-20,BWBR0028049,add,,,1,0,0
1998-05-20,BWBR0009599,add,,,1,0,0
1998-05-20,BWBR0009572,add,,,1,0,0
1998-05-20,BWBR0009611,add,,,1,0,0
1942-01-01,BWBV0006263,add,,,1,0,0
1988-09-30,BWBV0002810,add,,,1,0,0
2006-08-01,BWBR0015522,delete,,,0,0,1
2006-08-01,BWBR0018692,add,,,1,0,0
2006-08-01,BWBR0019467,add,,,1,0,0
2006-08-01,BWBR0019928,add,,,1,0,0
2006-08-01,BWBR0020109,add,,,1,0,0
2006-08-01,BWBR0021176,add,,,1,0,0
2006-08-01,BWBR0019953,add,,,1,0,0
2006-08-01,BWBR0027641,add,,,1,0,0
2006-08-01,BWBR0020394,add,,,1,0,0
2006-08-01,BWBR0020113,add,,,1,0,0
2006-08-01,BWBR0019982,add,,,1,0,0
2006-08-01,BWBR0017565,delete,,,0,0,1
2006-08-01,BWBR0019278,delete,,,0,0,1
2006-08-01,BWBR0012074,add,,,1,0,0
2006-08-01,BWBR0019787,add,,,1,0,0
2006-08-01,BWBR0018818,add,,,1,0,0
2006-08-01,BWBV0001662,add,,,1,0,0
2006-08-01,BWBV0001806,add,,,1,0,0
2006-08-01,BWBV0001574,add,,,1,0,0
2006-08-01,BWBV0001695,add,,,1,0,0
2006-08-01,BWBR0002595,add,,,1,0,0
2006-08-01,BWBR0019795,add,,,1,0,0
2006-08-01,BWBR0018261,add,,,1,0,0
2006-08-01,BWBR0008685,add,,,1,0,0
2006-08-01,BWBR0019932,add,,,1,0,0
2006-08-01,BWBR0020076,add,,,1,0,0
2006-08-01,BWBR0019918,add,,,1,0,0
1998-05-31,BWBR0009605,add,,,1,0,0
2006-08-02,BWBR0008475,add,,,1,0,0
2006-08-02,BWBR0019780,add,,,1,0,0
2006-08-03,BWBR0020118,add,,,1,0,0
2006-08-03,BWBR0020116,add,,,1,0,0
2006-08-03,BWBR0020115,add,,,1,0,0
2006-08-03,BWBR0020114,add,,,1,0,0
2006-08-03,BWBR0020117,add,,,1,0,0
2001-03-15,BWBR0012313,add,,,1,0,0
2006-06-28,BWBR0017155,add,,,1,0,0
2006-06-29,BWBR0019645,add,,,1,0,0
2008-02-27,BWBR0023475,add,,,1,0,0
2008-02-27,BWBR0023476,add,,,1,0,0
2008-02-27,BWBR0023477,add,,,1,0,0
2008-02-27,BWBR0023478,add,,,1,0,0
2008-02-27,BWBR0023479,add,,,1,0,0
2006-06-27,BWBV0001728,delete,,,0,0,1
2006-06-27,BWBV0001811,add,,,1,0,0
2006-06-27,BWBR0019877,add,,,1,0,0
2001-03-19,BWBR0012338,add,,,1,0,0
2006-06-24,BWBR0019977,add,,,1,0,0
2006-06-24,BWBR0019411,add,,,1,0,0
2008-02-29,BWBV0001586,add,,,1,0,0
2006-06-25,BWBR0019967,add,,,1,0,0
2006-06-25,BWBR0006481,add,,,1,0,0
2006-06-25,BWBR0019053,add,,,1,0,0
2008-02-28,BWBR0023541,add,,,1,0,0
2008-02-28,BWBR0023535,add,,,1,0,0
2008-02-23,BWBR0023492,add,,,1,0,0
2008-02-23,BWBR0023498,add,,,1,0,0
2008-02-23,BWBR0023501,add,,,1,0,0
2008-02-23,BWBR0023505,add,,,1,0,0
2008-02-23,BWBR0023508,add,,,1,0,0
2008-02-23,BWBR0023503,add,,,1,0,0
2008-02-23,BWBR0023507,add,,,1,0,0
2008-02-23,BWBR0023504,add,,,1,0,0
2008-02-23,BWBR0023506,add,,,1,0,0
2008-02-23,BWBR0023496,add,,,1,0,0
2008-02-22,BWBR0023500,add,,,1,0,0
2008-02-22,BWBR0023489,add,,,1,0,0
2008-02-22,BWBR0021493,add,,,1,0,0
2008-02-24,BWBR0022794,add,,,1,0,0
2008-02-24,BWBR0023594,add,,,1,0,0
2008-02-24,BWBR0023587,add,,,1,0,0
2008-02-24,BWBR0023579,add,,,1,0,0
2008-02-24,BWBR0023584,add,,,1,0,0
2008-02-24,BWBR0023575,add,,,1,0,0
2008-02-24,BWBR0023589,add,,,1,0,0
2008-02-24,BWBR0023573,add,,,1,0,0
2008-02-24,BWBR0023509,add,,,1,0,0
1981-05-05,BWBV0003599,add,,,1,0,0
2008-02-21,BWBV0003016,add,,,1,0,0
1981-05-06,BWBV0002634,add,,,1,0,0
2008-02-20,BWBR0023497,add,,,1,0,0
1992-01-17,BWBR0005325,add,,,1,0,0
1992-01-16,BWBR0027799,add,,,1,0,0
1981-05-14,BWBV0001023,add,,,1,0,0
1986-07-01,BWBR0002096,add,,,1,0,0
1986-07-03,BWBR0002346,add,,,1,0,0
2001-03-21,BWBR0012309,add,,,1,0,0
2001-03-21,BWBR0012310,add,,,1,0,0
2001-03-21,BWBR0021488,add,,,1,0,0
2006-06-30,BWBR0005676,add,,,1,0,0
2006-06-30,BWBR0019983,add,,,1,0,0
2001-03-22,BWBR0012331,add,,,1,0,0
2001-03-24,BWBR0012295,add,,,1,0,0
2006-06-17,BWBR0018387,add,,,1,0,0
2006-06-17,BWBR0019938,add,,,1,0,0
2006-06-17,BWBR0019939,add,,,1,0,0
2001-03-07,BWBR0012299,add,,,1,0,0
1996-07-24,BWBR0008179,add,,,1,0,0
2006-06-18,BWBR0019281,add,,,1,0,0
2006-06-18,BWBR0012560,add,,,1,0,0
2006-06-18,BWBR0012564,add,,,1,0,0
2001-03-06,BWBR0012293,add,,,1,0,0
1988-09-01,BWBR0004392,add,,,1,0,0
1988-09-01,BWBR0004381,add,,,1,0,0
1988-09-01,BWBR0004377,add,,,1,0,0
1988-09-01,BWBR0004376,add,,,1,0,0
1988-09-01,BWBV0004986,add,,,1,0,0
2006-06-19,BWBV0001807,add,,,1,0,0
1996-07-26,BWBV0003781,add,,,1,0,0
1996-07-28,BWBV0001149,add,,,1,0,0
1996-07-28,BWBV0001231,add,,,1,0,0
1996-07-28,BWBV0003172,add,,,1,0,0
2006-06-14,BWBR0019442,add,,,1,0,0
2008-02-17,BWBR0023531,add,,,1,0,0
2008-02-17,BWBR0023515,add,,,1,0,0
2008-02-17,BWBR0023517,add,,,1,0,0
1960-12-31,BWBV0005034,add,,,1,0,0
2006-06-15,BWBR0019936,add,,,1,0,0
2006-06-15,BWBR0010216,add,,,1,0,0
2006-06-15,BWBV0005547,add,,,1,0,0
2008-02-16,BWBR0019258,add,,,1,0,0
2008-02-16,BWBR0023474,add,,,1,0,0
2001-03-09,BWBR0012254,add,,,1,0,0
2001-03-09,BWBR0012205,add,,,1,0,0
2006-06-16,BWBR0019861,add,,,1,0,0
2006-06-16,BWBR0018051,add,,,1,0,0
2006-06-16,BWBR0019937,add,,,1,0,0
2006-06-16,BWBR0019819,add,,,1,0,0
2006-06-16,BWBR0019916,add,,,1,0,0
2006-06-16,BWBR0019917,add,,,1,0,0
2008-02-15,BWBR0023471,add,,,1,0,0
2008-02-15,BWBR0023458,add,,,1,0,0
2008-02-15,BWBR0023460,add,,,1,0,0
2008-02-15,BWBR0023461,add,,,1,0,0
2008-02-15,BWBR0023462,add,,,1,0,0
2008-02-15,BWBR0023463,add,,,1,0,0
2008-02-15,BWBR0023464,add,,,1,0,0
2008-02-15,BWBR0023188,add,,,1,0,0
2008-02-14,BWBR0023459,add,,,1,0,0
2008-02-13,BWBR0023454,add,,,1,0,0
2008-02-13,BWBR0023450,add,,,1,0,0
2008-02-13,BWBR0023457,add,,,1,0,0
2008-02-10,BWBR0023453,add,,,1,0,0
2008-02-10,BWBR0023444,add,,,1,0,0
2008-02-10,BWBR0023452,add,,,1,0,0
2008-02-10,BWBR0023513,add,,,1,0,0
2008-02-10,BWBR0023523,add,,,1,0,0
2008-02-10,BWBR0023524,add,,,1,0,0
2008-02-10,BWBR0023521,add,,,1,0,0
2008-02-10,BWBR0023483,add,,,1,0,0
2008-02-10,BWBR0023485,add,,,1,0,0
2008-02-10,BWBR0023486,add,,,1,0,0
2008-02-10,BWBR0023482,add,,,1,0,0
2008-02-10,BWBR0018938,add,,,1,0,0
2008-02-10,BWBR0021533,add,,,1,0,0
2008-02-10,BWBR0023527,add,,,1,0,0
2008-02-10,BWBR0023488,add,,,1,0,0
2008-02-10,BWBR0023487,add,,,1,0,0
2008-02-10,BWBR0023451,add,,,1,0,0
2005-03-27,BWBR0017432,add,,,1,0,0
2005-03-27,BWBR0017522,add,,,1,0,0
2005-03-27,BWBR0017499,add,,,1,0,0
2005-03-27,BWBR0017497,add,,,1,0,0
2005-03-27,BWBR0017498,add,,,1,0,0
2005-03-27,BWBR0017496,add,,,1,0,0
2005-03-27,BWBR0017414,add,,,1,0,0
1992-01-04,BWBR0004209,add,,,1,0,0
1992-01-04,BWBV0002450,add,,,1,0,0
1981-05-01,BWBV0003375,add,,,1,0,0
1981-05-01,BWBV0003768,add,,,1,0,0
2005-03-29,BWBR0017904,add,,,1,0,0
2005-03-29,BWBV0001700,add,,,1,0,0
1992-01-06,BWBV0002523,add,,,1,0,0
1992-01-01,BWBR0005226,add,,,1,0,0
1992-01-01,BWBR0005171,add,,,1,0,0
1992-01-01,BWBR0004683,add,,,1,0,0
1992-01-01,BWBR0004049,add,,,1,0,0
1992-01-01,BWBR0005368,add,,,1,0,0
1992-01-01,BWBR0005135,add,,,1,0,0
1992-01-01,BWBR0001822,add,,,1,0,0
1992-01-01,BWBR0005270,add,,,1,0,0
1992-01-01,BWBR0005408,add,,,1,0,0
1992-01-01,BWBR0005406,add,,,1,0,0
1992-01-01,BWBR0005354,add,,,1,0,0
1992-01-01,BWBR0005359,add,,,1,0,0
1992-01-01,BWBR0005257,add,,,1,0,0
1992-01-01,BWBR0005202,add,,,1,0,0
1992-01-01,BWBR0005313,add,,,1,0,0
1992-01-01,BWBR0005100,add,,,1,0,0
1992-01-01,BWBR0005268,add,,,1,0,0
1992-01-01,BWBR0005348,add,,,1,0,0
1992-01-01,BWBV0002454,add,,,1,0,0
1992-01-01,BWBV0003909,add,,,1,0,0
1992-01-01,BWBR0002220,add,,,1,0,0
1992-01-01,BWBR0005346,add,,,1,0,0
1992-01-01,BWBR0005349,add,,,1,0,0
1992-01-01,BWBR0005331,add,,,1,0,0
1992-01-01,BWBR0002641,add,,,1,0,0
1992-01-01,BWBR0005347,add,,,1,0,0
1992-01-01,BWBR0005177,add,,,1,0,0
1992-01-01,BWBR0005330,add,,,1,0,0
1992-01-01,BWBR0005096,add,,,1,0,0
1992-01-01,BWBR0005274,add,,,1,0,0
1992-01-01,BWBR0005095,add,,,1,0,0
1992-01-01,BWBR0005329,add,,,1,0,0
1992-01-01,BWBR0005228,add,,,1,0,0
1992-01-01,BWBR0005245,add,,,1,0,0
2005-03-23,BWBR0018060,add,,,1,0,0
2005-03-23,BWBR0018117,add,,,1,0,0
2005-03-23,BWBR0018107,add,,,1,0,0
2005-03-23,BWBR0018106,add,,,1,0,0
2005-03-25,BWBR0018142,add,,,1,0,0
2006-06-21,BWBR0019883,add,,,1,0,0
2006-06-21,BWBR0019956,add,,,1,0,0
1960-12-24,BWBR0002350,add,,,1,0,0
2001-03-10,BWBR0012297,add,,,1,0,0
2001-03-10,BWBR0012284,add,,,1,0,0
2006-06-23,BWBR0019899,add,,,1,0,0
2006-06-22,BWBR0021424,add,,,1,0,0
2006-06-22,BWBV0001757,add,,,1,0,0
2001-03-13,BWBV0001468,add,,,1,0,0
2001-03-14,BWBR0012290,add,,,1,0,0
2001-03-14,BWBR0012257,add,,,1,0,0
1988-09-10,BWBR0003823,add,,,1,0,0
1960-12-26,BWBR0002349,add,,,1,0,0
